pathway_name	pathway_id	ko_ID	ko_name
Bacterial_invasion_of_epithelial_cells	5100	999	CDH1
Vibrio_cholerae_infection	5110	10312	TCIRG1
Vibrio_cholerae_infection	5110	1080	CFTR
Vibrio_cholerae_infection	5110	10945	KDELR1
Vibrio_cholerae_infection	5110	10952	SEC61B
Vibrio_cholerae_infection	5110	109	ADCY3
Vibrio_cholerae_infection	5110	11014	KDELR2
Vibrio_cholerae_infection	5110	11015	KDELR3
Vibrio_cholerae_infection	5110	115	ADCY9
Vibrio_cholerae_infection	5110	127124	ATP6V1G3
Vibrio_cholerae_infection	5110	155066	ATP6V0E2
Vibrio_cholerae_infection	5110	23480	SEC61G
Vibrio_cholerae_infection	5110	23545	ATP6V0A2
Vibrio_cholerae_infection	5110	245972	ATP6V0D2
Vibrio_cholerae_infection	5110	245973	ATP6V1C2
Vibrio_cholerae_infection	5110	2778	GNAS
Vibrio_cholerae_infection	5110	29927	SEC61A1
Vibrio_cholerae_infection	5110	30001	ERO1A
Vibrio_cholerae_infection	5110	375	ARF1
Vibrio_cholerae_infection	5110	3784	KCNQ1
Vibrio_cholerae_infection	5110	50617	ATP6V0A4
Vibrio_cholerae_infection	5110	51382	ATP6V1D
Vibrio_cholerae_infection	5110	51606	ATP6V1H
Vibrio_cholerae_infection	5110	523	ATP6V1A
Vibrio_cholerae_infection	5110	525	ATP6V1B1
Vibrio_cholerae_infection	5110	526	ATP6V1B2
Vibrio_cholerae_infection	5110	527	ATP6V0C
Vibrio_cholerae_infection	5110	528	ATP6V1C1
Vibrio_cholerae_infection	5110	529	ATP6V1E1
Vibrio_cholerae_infection	5110	5335	PLCG1
Vibrio_cholerae_infection	5110	5336	PLCG2
Vibrio_cholerae_infection	5110	533	ATP6V0B
Vibrio_cholerae_infection	5110	534	ATP6V1G2
Vibrio_cholerae_infection	5110	535	ATP6V0A1
Vibrio_cholerae_infection	5110	537	ATP6AP1
Vibrio_cholerae_infection	5110	55176	SEC61A2
Vibrio_cholerae_infection	5110	5566	PRKACA
Vibrio_cholerae_infection	5110	5567	PRKACB
Vibrio_cholerae_infection	5110	5568	PRKACG
Vibrio_cholerae_infection	5110	5578	PRKCA
Vibrio_cholerae_infection	5110	60	ACTB
Vibrio_cholerae_infection	5110	6558	SLC12A2
Vibrio_cholerae_infection	5110	7082	TJP1
Vibrio_cholerae_infection	5110	71	ACTG1
Vibrio_cholerae_infection	5110	8992	ATP6V0E1
Vibrio_cholerae_infection	5110	90423	ATP6V1E2
Vibrio_cholerae_infection	5110	9114	ATP6V0D1
Vibrio_cholerae_infection	5110	9296	ATP6V1F
Vibrio_cholerae_infection	5110	9414	TJP2
Vibrio_cholerae_infection	5110	9550	ATP6V1G1
Vibrio_cholerae_infection	5110	9601	PDIA4
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	102	ADAM10
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	10312	TCIRG1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	10392	NOD1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	1147	CHUK
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	127124	ATP6V1G3
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	1432	MAPK14
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	1445	CSK
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	150084	IGSF5
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	155066	ATP6V0E2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	1839	HBEGF
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	1956	EGFR
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	23545	ATP6V0A2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	245972	ATP6V0D2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	245973	ATP6V1C2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	28964	GIT1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	2919	CXCL1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	2920	CXCL2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	2921	CXCL3
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	3551	IKBKB
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	3576	CXCL8
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	3577	CXCR1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	3579	CXCR2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	3725	JUN
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	4067	LYN
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	4233	MET
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	4790	NFKB1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	4792	NFKBIA
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5058	PAK1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	50617	ATP6V0A4
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	50848	F11R
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	51382	ATP6V1D
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	51606	ATP6V1H
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	523	ATP6V1A
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	525	ATP6V1B1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	526	ATP6V1B2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	527	ATP6V0C
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	528	ATP6V1C1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	529	ATP6V1E1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5335	PLCG1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5336	PLCG2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	533	ATP6V0B
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	534	ATP6V1G2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	535	ATP6V0A1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	537	ATP6AP1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5599	MAPK8
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5600	MAPK11
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5601	MAPK9
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5602	MAPK10
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5603	MAPK13
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5781	PTPN11
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5803	PTPRZ1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	58494	JAM2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5879	RAC1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	5970	RELA
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	6300	MAPK12
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	6352	CCL5
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	6416	MAP2K4
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	6714	SRC
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	6868	ADAM17
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	7082	TJP1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	836	CASP3
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	83700	JAM3
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	8517	IKBKG
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	8992	ATP6V0E1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	9020	MAP3K14
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	90423	ATP6V1E2
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	9114	ATP6V0D1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	9296	ATP6V1F
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	9550	ATP6V1G1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5120	998	CDC42
Pathogenic_Escherichia_coli_infection	5130	10006	ABI1
Pathogenic_Escherichia_coli_infection	5130	100132463	CLDN24
Pathogenic_Escherichia_coli_infection	5130	100288814	CLDN34
Pathogenic_Escherichia_coli_infection	5130	100506658	OCLN
Pathogenic_Escherichia_coli_infection	5130	10061	ABCF2
Pathogenic_Escherichia_coli_infection	5130	10092	ARPC5
Pathogenic_Escherichia_coli_infection	5130	10093	ARPC4
Pathogenic_Escherichia_coli_infection	5130	10094	ARPC3
Pathogenic_Escherichia_coli_infection	5130	10095	ARPC1B
Pathogenic_Escherichia_coli_infection	5130	10096	ACTR3
Pathogenic_Escherichia_coli_infection	5130	10097	ACTR2
Pathogenic_Escherichia_coli_infection	5130	10109	ARPC2
Pathogenic_Escherichia_coli_infection	5130	10163	WASF2
Pathogenic_Escherichia_coli_infection	5130	102723407	IGH
Pathogenic_Escherichia_coli_infection	5130	10376	TUBA1B
Pathogenic_Escherichia_coli_infection	5130	10381	TUBB3
Pathogenic_Escherichia_coli_infection	5130	10382	TUBB4A
Pathogenic_Escherichia_coli_infection	5130	10383	TUBB4B
Pathogenic_Escherichia_coli_infection	5130	10427	SEC24B
Pathogenic_Escherichia_coli_infection	5130	10454	TAB1
Pathogenic_Escherichia_coli_infection	5130	10458	BAIAP2
Pathogenic_Escherichia_coli_infection	5130	10552	ARPC1A
Pathogenic_Escherichia_coli_infection	5130	10672	GNA13
Pathogenic_Escherichia_coli_infection	5130	10686	CLDN16
Pathogenic_Escherichia_coli_infection	5130	10787	NCKAP1
Pathogenic_Escherichia_coli_infection	5130	10802	SEC24A
Pathogenic_Escherichia_coli_infection	5130	10810	WASF3
Pathogenic_Escherichia_coli_infection	5130	10972	TMED10
Pathogenic_Escherichia_coli_infection	5130	112714	TUBA3E
Pathogenic_Escherichia_coli_infection	5130	113457	TUBA3D
Pathogenic_Escherichia_coli_infection	5130	114548	NLRP3
Pathogenic_Escherichia_coli_infection	5130	114609	TIRAP
Pathogenic_Escherichia_coli_infection	5130	1147	CHUK
Pathogenic_Escherichia_coli_infection	5130	1364	CLDN4
Pathogenic_Escherichia_coli_infection	5130	1365	CLDN3
Pathogenic_Escherichia_coli_infection	5130	1366	CLDN7
Pathogenic_Escherichia_coli_infection	5130	137075	CLDN23
Pathogenic_Escherichia_coli_infection	5130	1432	MAPK14
Pathogenic_Escherichia_coli_infection	5130	147179	WIPF2
Pathogenic_Escherichia_coli_infection	5130	147945	NLRP4
Pathogenic_Escherichia_coli_infection	5130	149461	CLDN19
Pathogenic_Escherichia_coli_infection	5130	1902	LPAR1
Pathogenic_Escherichia_coli_infection	5130	2017	CTTN
Pathogenic_Escherichia_coli_infection	5130	203068	TUBB
Pathogenic_Escherichia_coli_infection	5130	2147	F2
Pathogenic_Escherichia_coli_infection	5130	2149	F2R
Pathogenic_Escherichia_coli_infection	5130	2212	FCGR2A
Pathogenic_Escherichia_coli_infection	5130	23118	TAB2
Pathogenic_Escherichia_coli_infection	5130	23191	CYFIP1
Pathogenic_Escherichia_coli_infection	5130	23365	ARHGEF12
Pathogenic_Escherichia_coli_infection	5130	2353	FOS
Pathogenic_Escherichia_coli_infection	5130	23562	CLDN14
Pathogenic_Escherichia_coli_infection	5130	24146	CLDN15
Pathogenic_Escherichia_coli_infection	5130	2534	FYN
Pathogenic_Escherichia_coli_infection	5130	257397	TAB3
Pathogenic_Escherichia_coli_infection	5130	2597	GAPDH
Pathogenic_Escherichia_coli_infection	5130	25	ABL1
Pathogenic_Escherichia_coli_infection	5130	26285	CLDN17
Pathogenic_Escherichia_coli_infection	5130	26999	CYFIP2
Pathogenic_Escherichia_coli_infection	5130	27128	CYTH4
Pathogenic_Escherichia_coli_infection	5130	2768	GNA12
Pathogenic_Escherichia_coli_infection	5130	283446	MYO1H
Pathogenic_Escherichia_coli_infection	5130	2846	LPAR4
Pathogenic_Escherichia_coli_infection	5130	29108	PYCARD
Pathogenic_Escherichia_coli_infection	5130	3059	HCLS1
Pathogenic_Escherichia_coli_infection	5130	3071	NCKAP1L
Pathogenic_Escherichia_coli_infection	5130	347688	TUBB8
Pathogenic_Escherichia_coli_infection	5130	347733	TUBB2B
Pathogenic_Escherichia_coli_infection	5130	3551	IKBKB
Pathogenic_Escherichia_coli_infection	5130	3553	IL1B
Pathogenic_Escherichia_coli_infection	5130	3554	IL1R1
Pathogenic_Escherichia_coli_infection	5130	355	FAS
Pathogenic_Escherichia_coli_infection	5130	3569	IL6
Pathogenic_Escherichia_coli_infection	5130	356	FASLG
Pathogenic_Escherichia_coli_infection	5130	3576	CXCL8
Pathogenic_Escherichia_coli_infection	5130	3606	IL18
Pathogenic_Escherichia_coli_infection	5130	3654	IRAK1
Pathogenic_Escherichia_coli_infection	5130	3688	ITGB1
Pathogenic_Escherichia_coli_infection	5130	3725	JUN
Pathogenic_Escherichia_coli_infection	5130	375	ARF1
Pathogenic_Escherichia_coli_infection	5130	382	ARF6
Pathogenic_Escherichia_coli_infection	5130	387	RHOA
Pathogenic_Escherichia_coli_infection	5130	4430	MYO1B
Pathogenic_Escherichia_coli_infection	5130	4542	MYO1F
Pathogenic_Escherichia_coli_infection	5130	4615	MYD88
Pathogenic_Escherichia_coli_infection	5130	4627	MYH9
Pathogenic_Escherichia_coli_infection	5130	4628	MYH10
Pathogenic_Escherichia_coli_infection	5130	4629	MYH11
Pathogenic_Escherichia_coli_infection	5130	4640	MYO1A
Pathogenic_Escherichia_coli_infection	5130	4641	MYO1C
Pathogenic_Escherichia_coli_infection	5130	4642	MYO1D
Pathogenic_Escherichia_coli_infection	5130	4643	MYO1E
Pathogenic_Escherichia_coli_infection	5130	4644	MYO5A
Pathogenic_Escherichia_coli_infection	5130	4645	MYO5B
Pathogenic_Escherichia_coli_infection	5130	4646	MYO6
Pathogenic_Escherichia_coli_infection	5130	4651	MYO10
Pathogenic_Escherichia_coli_infection	5130	4671	NAIP
Pathogenic_Escherichia_coli_infection	5130	4690	NCK1
Pathogenic_Escherichia_coli_infection	5130	4691	NCL
Pathogenic_Escherichia_coli_infection	5130	4790	NFKB1
Pathogenic_Escherichia_coli_infection	5130	4792	NFKBIA
Pathogenic_Escherichia_coli_infection	5130	4793	NFKBIB
Pathogenic_Escherichia_coli_infection	5130	49861	CLDN20
Pathogenic_Escherichia_coli_infection	5130	5010	CLDN11
Pathogenic_Escherichia_coli_infection	5130	5058	PAK1
Pathogenic_Escherichia_coli_infection	5130	5062	PAK2
Pathogenic_Escherichia_coli_infection	5130	5063	PAK3
Pathogenic_Escherichia_coli_infection	5130	51135	IRAK4
Pathogenic_Escherichia_coli_infection	5130	51208	CLDN18
Pathogenic_Escherichia_coli_infection	5130	51807	TUBA8
Pathogenic_Escherichia_coli_infection	5130	53842	CLDN22
Pathogenic_Escherichia_coli_infection	5130	54205	CYCS
Pathogenic_Escherichia_coli_infection	5130	55845	BRK1
Pathogenic_Escherichia_coli_infection	5130	55930	MYO5C
Pathogenic_Escherichia_coli_infection	5130	5594	MAPK1
Pathogenic_Escherichia_coli_infection	5130	5595	MAPK3
Pathogenic_Escherichia_coli_infection	5130	55971	BAIAP2L1
Pathogenic_Escherichia_coli_infection	5130	5599	MAPK8
Pathogenic_Escherichia_coli_infection	5130	5600	MAPK11
Pathogenic_Escherichia_coli_infection	5130	5601	MAPK9
Pathogenic_Escherichia_coli_infection	5130	5602	MAPK10
Pathogenic_Escherichia_coli_infection	5130	5603	MAPK13
Pathogenic_Escherichia_coli_infection	5130	57121	LPAR5
Pathogenic_Escherichia_coli_infection	5130	57180	ACTR3B
Pathogenic_Escherichia_coli_infection	5130	5777	PTPN6
Pathogenic_Escherichia_coli_infection	5130	5781	PTPN11
Pathogenic_Escherichia_coli_infection	5130	578	BAK1
Pathogenic_Escherichia_coli_infection	5130	581	BAX
Pathogenic_Escherichia_coli_infection	5130	5861	RAB1A
Pathogenic_Escherichia_coli_infection	5130	5879	RAC1
Pathogenic_Escherichia_coli_infection	5130	5970	RELA
Pathogenic_Escherichia_coli_infection	5130	6093	ROCK1
Pathogenic_Escherichia_coli_infection	5130	60	ACTB
Pathogenic_Escherichia_coli_infection	5130	6188	RPS3
Pathogenic_Escherichia_coli_infection	5130	6300	MAPK12
Pathogenic_Escherichia_coli_infection	5130	64005	MYO1G
Pathogenic_Escherichia_coli_infection	5130	644150	WIPF3
Pathogenic_Escherichia_coli_infection	5130	644672	CLDN25
Pathogenic_Escherichia_coli_infection	5130	653857	ACTR3C
Pathogenic_Escherichia_coli_infection	5130	6714	SRC
Pathogenic_Escherichia_coli_infection	5130	6885	MAP3K7
Pathogenic_Escherichia_coli_infection	5130	7009	TMBIM6
Pathogenic_Escherichia_coli_infection	5130	7082	TJP1
Pathogenic_Escherichia_coli_infection	5130	7099	TLR4
Pathogenic_Escherichia_coli_infection	5130	7100	TLR5
Pathogenic_Escherichia_coli_infection	5130	7122	CLDN5
Pathogenic_Escherichia_coli_infection	5130	7124	TNF
Pathogenic_Escherichia_coli_infection	5130	7132	TNFRSF1A
Pathogenic_Escherichia_coli_infection	5130	7186	TRAF2
Pathogenic_Escherichia_coli_infection	5130	7189	TRAF6
Pathogenic_Escherichia_coli_infection	5130	71	ACTG1
Pathogenic_Escherichia_coli_infection	5130	7277	TUBA4A
Pathogenic_Escherichia_coli_infection	5130	7278	TUBA3C
Pathogenic_Escherichia_coli_infection	5130	7280	TUBB2A
Pathogenic_Escherichia_coli_infection	5130	7430	EZR
Pathogenic_Escherichia_coli_infection	5130	7456	WIPF1
Pathogenic_Escherichia_coli_infection	5130	7846	TUBA1A
Pathogenic_Escherichia_coli_infection	5130	79784	MYH14
Pathogenic_Escherichia_coli_infection	5130	79861	TUBAL3
Pathogenic_Escherichia_coli_infection	5130	81027	TUBB1
Pathogenic_Escherichia_coli_infection	5130	81873	ARPC5L
Pathogenic_Escherichia_coli_infection	5130	834	CASP1
Pathogenic_Escherichia_coli_infection	5130	836	CASP3
Pathogenic_Escherichia_coli_infection	5130	837	CASP4
Pathogenic_Escherichia_coli_infection	5130	840	CASP7
Pathogenic_Escherichia_coli_infection	5130	841	CASP8
Pathogenic_Escherichia_coli_infection	5130	842	CASP9
Pathogenic_Escherichia_coli_infection	5130	8440	NCK2
Pathogenic_Escherichia_coli_infection	5130	84617	TUBB6
Pathogenic_Escherichia_coli_infection	5130	84790	TUBA1C
Pathogenic_Escherichia_coli_infection	5130	8517	IKBKG
Pathogenic_Escherichia_coli_infection	5130	8717	TRADD
Pathogenic_Escherichia_coli_infection	5130	8737	RIPK1
Pathogenic_Escherichia_coli_infection	5130	8743	TNFSF10
Pathogenic_Escherichia_coli_infection	5130	8772	FADD
Pathogenic_Escherichia_coli_infection	5130	8795	TNFRSF10B
Pathogenic_Escherichia_coli_infection	5130	8797	TNFRSF10A
Pathogenic_Escherichia_coli_infection	5130	8936	WASF1
Pathogenic_Escherichia_coli_infection	5130	8976	WASL
Pathogenic_Escherichia_coli_infection	5130	9069	CLDN12
Pathogenic_Escherichia_coli_infection	5130	9071	CLDN10
Pathogenic_Escherichia_coli_infection	5130	9073	CLDN8
Pathogenic_Escherichia_coli_infection	5130	9074	CLDN6
Pathogenic_Escherichia_coli_infection	5130	9075	CLDN2
Pathogenic_Escherichia_coli_infection	5130	9076	CLDN1
Pathogenic_Escherichia_coli_infection	5130	9080	CLDN9
Pathogenic_Escherichia_coli_infection	5130	9138	ARHGEF1
Pathogenic_Escherichia_coli_infection	5130	9170	LPAR2
Pathogenic_Escherichia_coli_infection	5130	9181	ARHGEF2
Pathogenic_Escherichia_coli_infection	5130	9265	CYTH3
Pathogenic_Escherichia_coli_infection	5130	9266	CYTH2
Pathogenic_Escherichia_coli_infection	5130	9267	CYTH1
Pathogenic_Escherichia_coli_infection	5130	9368	NHERF1
Pathogenic_Escherichia_coli_infection	5130	9475	ROCK2
Pathogenic_Escherichia_coli_infection	5130	9632	SEC24C
Pathogenic_Escherichia_coli_infection	5130	9826	ARHGEF11
Pathogenic_Escherichia_coli_infection	5130	9871	SEC24D
Pathogenic_Escherichia_coli_infection	5130	998	CDC42
Shigellosis	5131	10000	AKT3
Shigellosis	5131	100132074	FOXO6
Shigellosis	5131	10092	ARPC5
Shigellosis	5131	10093	ARPC4
Shigellosis	5131	10094	ARPC3
Shigellosis	5131	10095	ARPC1B
Shigellosis	5131	10096	ACTR3
Shigellosis	5131	10097	ACTR2
Shigellosis	5131	10109	ARPC2
Shigellosis	5131	10163	WASF2
Shigellosis	5131	10241	CALCOCO2
Shigellosis	5131	102724594	U2AF1L5
Shigellosis	5131	10318	TNIP1
Shigellosis	5131	10325	RRAGB
Shigellosis	5131	103910	MYL12B
Shigellosis	5131	10392	NOD1
Shigellosis	5131	10398	MYL9
Shigellosis	5131	10454	TAB1
Shigellosis	5131	10552	ARPC1A
Shigellosis	5131	10616	RBCK1
Shigellosis	5131	10627	MYL12A
Shigellosis	5131	10670	RRAGA
Shigellosis	5131	10801	SEPTIN9
Shigellosis	5131	10892	MALT1
Shigellosis	5131	11146	GLMN
Shigellosis	5131	113026	PLCD3
Shigellosis	5131	11335	CBX3
Shigellosis	5131	114548	NLRP3
Shigellosis	5131	1147	CHUK
Shigellosis	5131	115004	CGAS
Shigellosis	5131	124404	SEPTIN12
Shigellosis	5131	126961	H3C14
Shigellosis	5131	1398	CRK
Shigellosis	5131	1399	CRKL
Shigellosis	5131	1432	MAPK14
Shigellosis	5131	1437	CSF2
Shigellosis	5131	1729	DIAPH1
Shigellosis	5131	1793	DOCK1
Shigellosis	5131	1956	EGFR
Shigellosis	5131	199746	U2AF1L4
Shigellosis	5131	2017	CTTN
Shigellosis	5131	207	AKT1
Shigellosis	5131	208	AKT2
Shigellosis	5131	22863	ATG14
Shigellosis	5131	23048	FNBP1
Shigellosis	5131	2308	FOXO1
Shigellosis	5131	2309	FOXO3
Shigellosis	5131	23118	TAB2
Shigellosis	5131	23157	SEPTIN6
Shigellosis	5131	23176	SEPTIN8
Shigellosis	5131	23236	PLCB1
Shigellosis	5131	23291	FBXW11
Shigellosis	5131	2475	MTOR
Shigellosis	5131	257397	TAB3
Shigellosis	5131	25851	TECPR1
Shigellosis	5131	26100	WIPI2
Shigellosis	5131	27128	CYTH4
Shigellosis	5131	29108	PYCARD
Shigellosis	5131	29110	TBK1
Shigellosis	5131	2931	GSK3A
Shigellosis	5131	2932	GSK3B
Shigellosis	5131	29895	MYL11
Shigellosis	5131	3020	H3-3A
Shigellosis	5131	3021	H3-3B
Shigellosis	5131	3059	HCLS1
Shigellosis	5131	30849	PIK3R4
Shigellosis	5131	3098	HK1
Shigellosis	5131	3099	HK2
Shigellosis	5131	3101	HK3
Shigellosis	5131	333932	H3C15
Shigellosis	5131	340061	STING1
Shigellosis	5131	345456	PFN3
Shigellosis	5131	3456	IFNB1
Shigellosis	5131	3551	IKBKB
Shigellosis	5131	3553	IL1B
Shigellosis	5131	3554	IL1R1
Shigellosis	5131	3576	CXCL8
Shigellosis	5131	3606	IL18
Shigellosis	5131	3611	ILK
Shigellosis	5131	3661	IRF3
Shigellosis	5131	3678	ITGA5
Shigellosis	5131	3688	ITGB1
Shigellosis	5131	3708	ITPR1
Shigellosis	5131	3709	ITPR2
Shigellosis	5131	3710	ITPR3
Shigellosis	5131	3725	JUN
Shigellosis	5131	375189	PFN4
Shigellosis	5131	375	ARF1
Shigellosis	5131	382	ARF6
Shigellosis	5131	387	RHOA
Shigellosis	5131	389898	UBE2NL
Shigellosis	5131	4193	MDM2
Shigellosis	5131	4303	FOXO4
Shigellosis	5131	440093	H3-5
Shigellosis	5131	440738	MAP1LC3C
Shigellosis	5131	441925	BECN2
Shigellosis	5131	4615	MYD88
Shigellosis	5131	4633	MYL2
Shigellosis	5131	4636	MYL5
Shigellosis	5131	4671	NAIP
Shigellosis	5131	472	ATM
Shigellosis	5131	4735	SEPTIN2
Shigellosis	5131	4790	NFKB1
Shigellosis	5131	4792	NFKBIA
Shigellosis	5131	4793	NFKBIB
Shigellosis	5131	51196	PLCE1
Shigellosis	5131	51619	UBE2D4
Shigellosis	5131	5216	PFN1
Shigellosis	5131	5217	PFN2
Shigellosis	5131	5289	PIK3C3
Shigellosis	5131	5290	PIK3CA
Shigellosis	5131	5291	PIK3CB
Shigellosis	5131	5293	PIK3CD
Shigellosis	5131	5295	PIK3R1
Shigellosis	5131	5296	PIK3R2
Shigellosis	5131	5330	PLCB2
Shigellosis	5131	5331	PLCB3
Shigellosis	5131	5332	PLCB4
Shigellosis	5131	5333	PLCD1
Shigellosis	5131	5335	PLCG1
Shigellosis	5131	5336	PLCG2
Shigellosis	5131	54205	CYCS
Shigellosis	5131	5481	PPID
Shigellosis	5131	54874	FNBP1L
Shigellosis	5131	55054	ATG16L1
Shigellosis	5131	55062	WIPI1
Shigellosis	5131	55072	RNF31
Shigellosis	5131	55752	SEPTIN11
Shigellosis	5131	5580	PRKCD
Shigellosis	5131	5581	PRKCE
Shigellosis	5131	5588	PRKCQ
Shigellosis	5131	5594	MAPK1
Shigellosis	5131	5595	MAPK3
Shigellosis	5131	55964	SEPTIN3
Shigellosis	5131	5599	MAPK8
Shigellosis	5131	5600	MAPK11
Shigellosis	5131	5601	MAPK9
Shigellosis	5131	5602	MAPK10
Shigellosis	5131	5603	MAPK13
Shigellosis	5131	57180	ACTR3B
Shigellosis	5131	5747	PTK2
Shigellosis	5131	57521	RPTOR
Shigellosis	5131	581	BAX
Shigellosis	5131	5829	PXN
Shigellosis	5131	58484	NLRC4
Shigellosis	5131	58498	MYL7
Shigellosis	5131	58528	RRAGD
Shigellosis	5131	5879	RAC1
Shigellosis	5131	596	BCL2
Shigellosis	5131	5970	RELA
Shigellosis	5131	598	BCL2L1
Shigellosis	5131	6093	ROCK1
Shigellosis	5131	60	ACTB
Shigellosis	5131	6198	RPS6KB1
Shigellosis	5131	6199	RPS6KB2
Shigellosis	5131	6233	RPS27A
Shigellosis	5131	6300	MAPK12
Shigellosis	5131	6352	CCL5
Shigellosis	5131	63916	ELMO2
Shigellosis	5131	64121	RRAGC
Shigellosis	5131	643246	MAP1LC3B2
Shigellosis	5131	6500	SKP1
Shigellosis	5131	653604	H3C13
Shigellosis	5131	653857	ACTR3C
Shigellosis	5131	664	BNIP3
Shigellosis	5131	6714	SRC
Shigellosis	5131	6885	MAP3K7
Shigellosis	5131	7094	TLN1
Shigellosis	5131	7099	TLR4
Shigellosis	5131	7100	TLR5
Shigellosis	5131	7124	TNF
Shigellosis	5131	7132	TNFRSF1A
Shigellosis	5131	7157	TP53
Shigellosis	5131	7186	TRAF2
Shigellosis	5131	7188	TRAF5
Shigellosis	5131	7189	TRAF6
Shigellosis	5131	718	C3
Shigellosis	5131	71	ACTG1
Shigellosis	5131	7307	U2AF1
Shigellosis	5131	7311	UBA52
Shigellosis	5131	7314	UBB
Shigellosis	5131	7316	UBC
Shigellosis	5131	7321	UBE2D1
Shigellosis	5131	7322	UBE2D2
Shigellosis	5131	7323	UBE2D3
Shigellosis	5131	7334	UBE2N
Shigellosis	5131	7335	UBE2V1
Shigellosis	5131	7336	UBE2V2
Shigellosis	5131	7414	VCL
Shigellosis	5131	7416	VDAC1
Shigellosis	5131	80201	HKDC1
Shigellosis	5131	81631	MAP1LC3B
